Wed Oct 28 02:19:41 2020 Epoch 0, lr: 0.0001000, val loss: 149.25757, acc: 45.81000
Sun Apr 25 21:30:36 2021 Epoch 4, lr: 0.0001000, val loss: 228.28677, acc: 13.27000
Sun Apr 25 21:30:54 2021 Epoch 5, lr: 0.0009990, val loss: 246.93466, acc: 12.05000
Sun Apr 25 21:31:13 2021 Epoch 6, lr: 0.0009977, val loss: 224.07356, acc: 14.67000
Sun Apr 25 21:31:32 2021 Epoch 7, lr: 0.0009960, val loss: 223.00252, acc: 15.39000
Sun Apr 25 21:31:51 2021 Epoch 8, lr: 0.0009937, val loss: 221.92553, acc: 16.86000
Sun Apr 25 21:32:09 2021 Epoch 9, lr: 0.0009910, val loss: 224.31636, acc: 14.02000
Sun Apr 25 21:32:28 2021 Epoch 10, lr: 0.0009877, val loss: 224.02048, acc: 13.78000
Sun Apr 25 21:32:47 2021 Epoch 11, lr: 0.0009840, val loss: 222.26293, acc: 15.49000
Sun Apr 25 21:33:06 2021 Epoch 12, lr: 0.0009797, val loss: 221.76188, acc: 16.58000
Sun Apr 25 21:33:25 2021 Epoch 13, lr: 0.0009750, val loss: 221.27111, acc: 17.05000
Sun Apr 25 21:33:43 2021 Epoch 14, lr: 0.0009698, val loss: 221.10444, acc: 16.83000
Sun Apr 25 21:34:02 2021 Epoch 15, lr: 0.0009642, val loss: 220.76544, acc: 17.54000
Sun Apr 25 21:34:21 2021 Epoch 16, lr: 0.0009581, val loss: 222.00547, acc: 16.29000
Sun Apr 25 21:34:40 2021 Epoch 17, lr: 0.0009515, val loss: 220.51799, acc: 17.25000
Sun Apr 25 21:34:58 2021 Epoch 18, lr: 0.0009444, val loss: 219.89918, acc: 18.01000
Sun Apr 25 21:35:17 2021 Epoch 19, lr: 0.0009369, val loss: 219.12890, acc: 18.15000
Sun Apr 25 21:35:36 2021 Epoch 20, lr: 0.0009290, val loss: 218.98642, acc: 18.15000
Sun Apr 25 21:35:55 2021 Epoch 21, lr: 0.0009206, val loss: 220.58398, acc: 16.58000
Sun Apr 25 21:36:14 2021 Epoch 22, lr: 0.0009118, val loss: 219.41933, acc: 17.77000
Sun Apr 25 21:36:32 2021 Epoch 23, lr: 0.0009026, val loss: 218.69564, acc: 18.50000
Sun Apr 25 21:36:51 2021 Epoch 24, lr: 0.0008930, val loss: 217.85114, acc: 18.67000
Sun Apr 25 21:37:10 2021 Epoch 25, lr: 0.0008830, val loss: 217.49827, acc: 18.13000
Sun Apr 25 21:37:29 2021 Epoch 26, lr: 0.0008726, val loss: 218.86937, acc: 17.98000
Sun Apr 25 22:20:09 2021 Epoch 0, lr: 0.0001000, val loss: 171.32529, acc: 36.56000
Sun Apr 25 22:20:28 2021 Epoch 1, lr: 0.0001000, val loss: 147.58648, acc: 46.76000
Sun Apr 25 22:20:48 2021 Epoch 2, lr: 0.0001000, val loss: 141.18663, acc: 50.01000
Sun Apr 25 22:21:07 2021 Epoch 3, lr: 0.0001000, val loss: 130.23114, acc: 53.42000
Sun Apr 25 22:21:26 2021 Epoch 4, lr: 0.0001000, val loss: 125.63690, acc: 54.85000
Sun Apr 25 22:21:46 2021 Epoch 5, lr: 0.0001000, val loss: 120.54366, acc: 56.71000
Sun Apr 25 22:22:05 2021 Epoch 6, lr: 0.0001000, val loss: 118.29056, acc: 57.67000
Sun Apr 25 22:22:24 2021 Epoch 7, lr: 0.0001000, val loss: 118.46767, acc: 57.36000
Sun Apr 25 22:22:43 2021 Epoch 8, lr: 0.0001000, val loss: 112.50208, acc: 59.99000
Sun Apr 25 22:23:03 2021 Epoch 9, lr: 0.0001000, val loss: 109.08099, acc: 60.57000
Sun Apr 25 22:23:22 2021 Epoch 10, lr: 0.0001000, val loss: 105.36794, acc: 62.12000
Sun Apr 25 22:23:42 2021 Epoch 11, lr: 0.0001000, val loss: 104.87799, acc: 62.81000
Sun Apr 25 22:24:02 2021 Epoch 12, lr: 0.0001000, val loss: 102.62781, acc: 63.45000
Sun Apr 25 22:24:24 2021 Epoch 13, lr: 0.0001000, val loss: 100.53346, acc: 63.88000
Sun Apr 25 22:24:47 2021 Epoch 14, lr: 0.0001000, val loss: 99.13506, acc: 64.79000
Sun Apr 25 22:25:09 2021 Epoch 15, lr: 0.0001000, val loss: 96.06609, acc: 66.22000
Sun Apr 25 22:25:32 2021 Epoch 16, lr: 0.0001000, val loss: 96.30336, acc: 65.73000
Sun Apr 25 22:25:54 2021 Epoch 17, lr: 0.0001000, val loss: 94.78684, acc: 66.73000
Sun Apr 25 22:26:17 2021 Epoch 18, lr: 0.0001000, val loss: 92.27518, acc: 67.60000
Sun Apr 25 22:26:39 2021 Epoch 19, lr: 0.0001000, val loss: 91.63351, acc: 67.53000
Sun Apr 25 22:27:01 2021 Epoch 20, lr: 0.0001000, val loss: 90.46186, acc: 68.11000
Sun Apr 25 22:27:24 2021 Epoch 21, lr: 0.0001000, val loss: 88.17751, acc: 69.01000
Sun Apr 25 22:27:48 2021 Epoch 22, lr: 0.0001000, val loss: 88.12516, acc: 68.94000
Sun Apr 25 22:28:12 2021 Epoch 23, lr: 0.0001000, val loss: 86.63694, acc: 69.53000
Sun Apr 25 22:28:35 2021 Epoch 24, lr: 0.0001000, val loss: 86.95320, acc: 69.28000
Sun Apr 25 22:28:59 2021 Epoch 25, lr: 0.0001000, val loss: 85.44226, acc: 70.00000
Sun Apr 25 22:29:23 2021 Epoch 26, lr: 0.0001000, val loss: 84.48442, acc: 70.53000
Sun Apr 25 22:29:47 2021 Epoch 27, lr: 0.0001000, val loss: 83.40198, acc: 70.92000
Sun Apr 25 22:30:10 2021 Epoch 28, lr: 0.0001000, val loss: 84.23897, acc: 69.74000
Sun Apr 25 22:30:34 2021 Epoch 29, lr: 0.0001000, val loss: 82.77636, acc: 70.84000
Sun Apr 25 22:30:57 2021 Epoch 30, lr: 0.0001000, val loss: 82.04953, acc: 71.44000
Sun Apr 25 22:31:21 2021 Epoch 31, lr: 0.0001000, val loss: 79.35131, acc: 72.10000
Sun Apr 25 22:31:45 2021 Epoch 32, lr: 0.0001000, val loss: 79.67784, acc: 72.34000
Sun Apr 25 22:32:08 2021 Epoch 33, lr: 0.0001000, val loss: 78.05489, acc: 72.50000
Sun Apr 25 22:32:32 2021 Epoch 34, lr: 0.0001000, val loss: 79.40304, acc: 72.20000
Sun Apr 25 22:32:56 2021 Epoch 35, lr: 0.0001000, val loss: 76.37801, acc: 73.03000
Sun Apr 25 22:33:20 2021 Epoch 36, lr: 0.0001000, val loss: 76.60122, acc: 73.52000
Sun Apr 25 22:33:43 2021 Epoch 37, lr: 0.0001000, val loss: 78.19599, acc: 73.15000
Sun Apr 25 22:34:07 2021 Epoch 38, lr: 0.0001000, val loss: 77.33522, acc: 73.12000
Sun Apr 25 22:34:31 2021 Epoch 39, lr: 0.0001000, val loss: 75.72392, acc: 73.38000
Sun Apr 25 22:34:54 2021 Epoch 40, lr: 0.0001000, val loss: 78.51899, acc: 72.74000
Sun Apr 25 22:35:18 2021 Epoch 41, lr: 0.0001000, val loss: 75.46424, acc: 74.00000
Sun Apr 25 22:35:42 2021 Epoch 42, lr: 0.0001000, val loss: 74.73368, acc: 74.28000
Sun Apr 25 22:36:05 2021 Epoch 43, lr: 0.0001000, val loss: 75.10290, acc: 74.01000
Sun Apr 25 22:36:29 2021 Epoch 44, lr: 0.0001000, val loss: 73.82224, acc: 74.44000
Sun Apr 25 22:36:52 2021 Epoch 45, lr: 0.0001000, val loss: 72.19234, acc: 74.72000
Sun Apr 25 22:37:16 2021 Epoch 46, lr: 0.0001000, val loss: 76.35898, acc: 73.98000
Sun Apr 25 22:37:40 2021 Epoch 47, lr: 0.0001000, val loss: 70.88689, acc: 75.66000
Sun Apr 25 22:38:04 2021 Epoch 48, lr: 0.0001000, val loss: 72.48575, acc: 75.08000
Sun Apr 25 22:38:28 2021 Epoch 49, lr: 0.0001000, val loss: 70.42204, acc: 75.82000
Sun Apr 25 22:38:51 2021 Epoch 50, lr: 0.0001000, val loss: 71.68454, acc: 75.55000
Sun Apr 25 22:39:15 2021 Epoch 51, lr: 0.0001000, val loss: 73.18415, acc: 75.29000
Sun Apr 25 22:39:39 2021 Epoch 52, lr: 0.0001000, val loss: 69.58266, acc: 76.31000
Sun Apr 25 22:40:03 2021 Epoch 53, lr: 0.0001000, val loss: 70.60828, acc: 75.87000
Sun Apr 25 22:40:26 2021 Epoch 54, lr: 0.0001000, val loss: 70.06407, acc: 76.50000
Sun Apr 25 22:40:50 2021 Epoch 55, lr: 0.0001000, val loss: 70.51872, acc: 76.09000
Sun Apr 25 22:41:14 2021 Epoch 56, lr: 0.0001000, val loss: 69.09552, acc: 76.84000
Sun Apr 25 22:41:38 2021 Epoch 57, lr: 0.0001000, val loss: 68.99249, acc: 76.93000
Sun Apr 25 22:42:01 2021 Epoch 58, lr: 0.0001000, val loss: 72.07554, acc: 76.24000
Sun Apr 25 22:42:25 2021 Epoch 59, lr: 0.0001000, val loss: 68.96459, acc: 77.01000
Sun Apr 25 22:42:49 2021 Epoch 60, lr: 0.0001000, val loss: 67.28509, acc: 77.42000
Sun Apr 25 22:43:13 2021 Epoch 61, lr: 0.0001000, val loss: 68.67395, acc: 77.37000
Sun Apr 25 22:43:37 2021 Epoch 62, lr: 0.0001000, val loss: 68.57711, acc: 76.90000
Sun Apr 25 22:44:00 2021 Epoch 63, lr: 0.0001000, val loss: 71.24103, acc: 76.68000
Sun Apr 25 22:44:24 2021 Epoch 64, lr: 0.0000100, val loss: 70.35411, acc: 77.36000
Sun Apr 25 22:44:47 2021 Epoch 65, lr: 0.0000100, val loss: 67.88269, acc: 77.71000
Sun Apr 25 22:45:11 2021 Epoch 66, lr: 0.0000100, val loss: 67.58206, acc: 77.78000
Sun Apr 25 22:45:35 2021 Epoch 67, lr: 0.0000100, val loss: 67.94328, acc: 77.94000
Sun Apr 25 22:45:58 2021 Epoch 68, lr: 0.0000010, val loss: 68.43934, acc: 77.91000
Sun Apr 25 22:46:22 2021 Epoch 69, lr: 0.0000010, val loss: 68.32108, acc: 78.00000
Sun Apr 25 22:46:46 2021 Epoch 70, lr: 0.0000010, val loss: 68.25946, acc: 78.02000
Sun Apr 25 22:47:10 2021 Epoch 71, lr: 0.0000010, val loss: 67.98722, acc: 78.03000
Sun Apr 25 22:47:33 2021 Epoch 72, lr: 0.0000001, val loss: 68.11999, acc: 77.93000
Sun Apr 25 22:47:57 2021 Epoch 73, lr: 0.0000001, val loss: 68.11555, acc: 77.95000
Sun Apr 25 22:48:21 2021 Epoch 74, lr: 0.0000001, val loss: 68.11234, acc: 77.95000
Sun Apr 25 22:48:44 2021 Epoch 75, lr: 0.0000001, val loss: 68.11101, acc: 77.97000
Sun Apr 25 22:49:08 2021 Epoch 76, lr: 0.0000000, val loss: 68.10279, acc: 77.95000
Sun Apr 25 22:49:31 2021 Epoch 77, lr: 0.0000000, val loss: 68.10166, acc: 77.95000
Sun Apr 25 22:49:55 2021 Epoch 78, lr: 0.0000000, val loss: 68.09978, acc: 77.95000
Sun Apr 25 22:50:18 2021 Epoch 79, lr: 0.0000000, val loss: 68.09664, acc: 77.96000
Sun Apr 25 22:50:42 2021 Epoch 80, lr: 0.0000000, val loss: 68.09574, acc: 77.96000
Sun Apr 25 22:51:06 2021 Epoch 81, lr: 0.0000000, val loss: 68.09410, acc: 77.95000
Sun Apr 25 22:51:29 2021 Epoch 82, lr: 0.0000000, val loss: 68.09421, acc: 77.96000
Sun Apr 25 22:51:53 2021 Epoch 83, lr: 0.0000000, val loss: 68.09477, acc: 77.95000
Sun Apr 25 22:52:17 2021 Epoch 84, lr: 0.0000000, val loss: 68.09526, acc: 77.95000
Sun Apr 25 22:52:41 2021 Epoch 85, lr: 0.0000000, val loss: 68.09309, acc: 77.95000
Sun Apr 25 22:53:05 2021 Epoch 86, lr: 0.0000000, val loss: 68.09029, acc: 77.96000
Sun Apr 25 22:53:29 2021 Epoch 87, lr: 0.0000000, val loss: 68.09089, acc: 77.95000
Sun Apr 25 22:53:52 2021 Epoch 88, lr: 0.0000000, val loss: 68.08919, acc: 77.96000
Sun Apr 25 22:54:16 2021 Epoch 89, lr: 0.0000000, val loss: 68.09142, acc: 77.95000
Sun Apr 25 22:54:39 2021 Epoch 90, lr: 0.0000000, val loss: 68.08980, acc: 77.95000
Sun Apr 25 22:55:03 2021 Epoch 91, lr: 0.0000000, val loss: 68.08854, acc: 77.96000
Sun Apr 25 22:55:27 2021 Epoch 92, lr: 0.0000000, val loss: 68.08787, acc: 77.96000
Sun Apr 25 22:55:50 2021 Epoch 93, lr: 0.0000000, val loss: 68.08619, acc: 77.96000
Sun Apr 25 22:56:14 2021 Epoch 94, lr: 0.0000000, val loss: 68.08487, acc: 77.95000
Mon Apr 26 12:48:44 2021 Epoch 0, lr: 0.0001000, val loss: 154.59851, acc: 45.12000
Mon Apr 26 12:49:04 2021 Epoch 1, lr: 0.0001000, val loss: 134.63903, acc: 51.16000
Mon Apr 26 12:49:25 2021 Epoch 2, lr: 0.0001000, val loss: 127.11562, acc: 54.05000
Mon Apr 26 12:49:45 2021 Epoch 3, lr: 0.0001000, val loss: 119.92555, acc: 57.19000
Mon Apr 26 12:50:06 2021 Epoch 4, lr: 0.0001000, val loss: 113.98789, acc: 59.68000
Mon Apr 26 12:50:27 2021 Epoch 5, lr: 0.0001000, val loss: 109.59025, acc: 61.31000
Mon Apr 26 12:50:47 2021 Epoch 6, lr: 0.0001000, val loss: 107.12592, acc: 61.44000
Mon Apr 26 12:51:08 2021 Epoch 7, lr: 0.0001000, val loss: 102.88221, acc: 63.08000
Mon Apr 26 12:51:29 2021 Epoch 8, lr: 0.0001000, val loss: 100.69258, acc: 64.05000
Mon Apr 26 12:51:49 2021 Epoch 9, lr: 0.0001000, val loss: 96.79992, acc: 65.36000
Mon Apr 26 12:52:10 2021 Epoch 10, lr: 0.0001000, val loss: 97.83839, acc: 65.16000
Mon Apr 26 12:52:31 2021 Epoch 11, lr: 0.0001000, val loss: 93.67813, acc: 66.79000
Mon Apr 26 12:52:51 2021 Epoch 12, lr: 0.0001000, val loss: 93.87935, acc: 66.20000
Mon Apr 26 12:53:12 2021 Epoch 13, lr: 0.0001000, val loss: 89.86624, acc: 67.96000
Mon Apr 26 12:53:33 2021 Epoch 14, lr: 0.0001000, val loss: 89.88354, acc: 68.01000
Mon Apr 26 12:53:54 2021 Epoch 15, lr: 0.0001000, val loss: 86.88135, acc: 69.51000
Mon Apr 26 12:54:14 2021 Epoch 16, lr: 0.0001000, val loss: 85.08235, acc: 69.96000
Mon Apr 26 12:54:35 2021 Epoch 17, lr: 0.0001000, val loss: 83.32269, acc: 71.28000
Mon Apr 26 12:54:56 2021 Epoch 18, lr: 0.0001000, val loss: 83.72968, acc: 70.43000
Mon Apr 26 12:55:16 2021 Epoch 19, lr: 0.0001000, val loss: 82.20640, acc: 71.14000
Mon Apr 26 12:55:37 2021 Epoch 20, lr: 0.0001000, val loss: 81.02596, acc: 71.76000
Mon Apr 26 12:55:58 2021 Epoch 21, lr: 0.0001000, val loss: 81.50636, acc: 71.44000
Mon Apr 26 12:56:19 2021 Epoch 22, lr: 0.0001000, val loss: 78.54674, acc: 72.62000
Mon Apr 26 12:56:39 2021 Epoch 23, lr: 0.0001000, val loss: 79.21370, acc: 72.34000
Mon Apr 26 12:57:00 2021 Epoch 24, lr: 0.0001000, val loss: 75.62866, acc: 73.89000
Mon Apr 26 12:57:21 2021 Epoch 25, lr: 0.0001000, val loss: 77.33683, acc: 73.04000
Mon Apr 26 12:57:41 2021 Epoch 26, lr: 0.0001000, val loss: 77.71502, acc: 72.71000
Mon Apr 26 12:58:02 2021 Epoch 27, lr: 0.0001000, val loss: 75.15761, acc: 73.99000
Mon Apr 26 12:58:23 2021 Epoch 28, lr: 0.0001000, val loss: 73.54277, acc: 74.70000
Mon Apr 26 12:58:43 2021 Epoch 29, lr: 0.0001000, val loss: 76.68868, acc: 73.78000
Mon Apr 26 12:59:04 2021 Epoch 30, lr: 0.0001000, val loss: 72.78189, acc: 74.75000
Mon Apr 26 12:59:25 2021 Epoch 31, lr: 0.0001000, val loss: 73.49245, acc: 74.69000
Mon Apr 26 12:59:46 2021 Epoch 32, lr: 0.0001000, val loss: 71.78466, acc: 75.57000
Mon Apr 26 13:00:06 2021 Epoch 33, lr: 0.0001000, val loss: 72.84306, acc: 75.16000
Mon Apr 26 13:00:27 2021 Epoch 34, lr: 0.0001000, val loss: 73.03791, acc: 75.08000
Mon Apr 26 13:00:47 2021 Epoch 35, lr: 0.0001000, val loss: 73.94179, acc: 74.72000
Mon Apr 26 13:01:08 2021 Epoch 36, lr: 0.0001000, val loss: 70.34288, acc: 75.84000
Mon Apr 26 13:01:29 2021 Epoch 37, lr: 0.0001000, val loss: 70.61414, acc: 76.39000
Mon Apr 26 13:01:50 2021 Epoch 38, lr: 0.0001000, val loss: 68.10115, acc: 76.85000
Mon Apr 26 13:02:10 2021 Epoch 39, lr: 0.0001000, val loss: 68.00280, acc: 77.21000
Mon Apr 26 13:02:31 2021 Epoch 40, lr: 0.0001000, val loss: 69.21193, acc: 77.15000
Mon Apr 26 13:02:52 2021 Epoch 41, lr: 0.0001000, val loss: 69.50177, acc: 76.92000
Mon Apr 26 13:03:13 2021 Epoch 42, lr: 0.0001000, val loss: 69.08509, acc: 77.57000
Mon Apr 26 13:03:33 2021 Epoch 43, lr: 0.0000100, val loss: 69.43252, acc: 77.18000
Mon Apr 26 13:03:54 2021 Epoch 44, lr: 0.0000100, val loss: 65.39776, acc: 78.45000
Mon Apr 26 13:04:15 2021 Epoch 45, lr: 0.0000100, val loss: 65.13570, acc: 78.61000
Mon Apr 26 13:04:35 2021 Epoch 46, lr: 0.0000100, val loss: 65.13314, acc: 78.83000
Mon Apr 26 13:04:56 2021 Epoch 47, lr: 0.0000100, val loss: 64.92879, acc: 78.96000
Mon Apr 26 13:05:17 2021 Epoch 48, lr: 0.0000100, val loss: 65.21910, acc: 78.90000
Mon Apr 26 13:05:38 2021 Epoch 49, lr: 0.0000100, val loss: 64.82124, acc: 79.14000
Mon Apr 26 13:05:58 2021 Epoch 50, lr: 0.0000100, val loss: 66.23246, acc: 78.86000
Mon Apr 26 13:06:19 2021 Epoch 51, lr: 0.0000100, val loss: 66.04758, acc: 78.70000
Mon Apr 26 13:06:40 2021 Epoch 52, lr: 0.0000100, val loss: 65.40058, acc: 78.95000
Mon Apr 26 13:07:00 2021 Epoch 53, lr: 0.0000010, val loss: 65.64266, acc: 78.96000
Mon Apr 26 13:07:21 2021 Epoch 54, lr: 0.0000010, val loss: 65.80620, acc: 78.94000
Mon Apr 26 13:07:42 2021 Epoch 55, lr: 0.0000010, val loss: 65.63902, acc: 78.93000
Mon Apr 26 13:08:02 2021 Epoch 56, lr: 0.0000010, val loss: 65.58252, acc: 78.98000
Mon Apr 26 13:08:23 2021 Epoch 57, lr: 0.0000001, val loss: 65.56919, acc: 78.91000
Mon Apr 26 13:08:44 2021 Epoch 58, lr: 0.0000001, val loss: 65.59735, acc: 78.91000
Mon Apr 26 13:09:04 2021 Epoch 59, lr: 0.0000001, val loss: 65.64307, acc: 78.91000
Mon Apr 26 13:09:25 2021 Epoch 60, lr: 0.0000001, val loss: 65.65541, acc: 78.90000
Mon Apr 26 13:09:45 2021 Epoch 61, lr: 0.0000000, val loss: 65.65971, acc: 78.88000
Mon Apr 26 13:10:06 2021 Epoch 62, lr: 0.0000000, val loss: 65.65978, acc: 78.88000
Mon Apr 26 13:10:27 2021 Epoch 63, lr: 0.0000000, val loss: 65.65884, acc: 78.90000
Mon Apr 26 13:10:47 2021 Epoch 64, lr: 0.0000000, val loss: 65.65997, acc: 78.89000
Mon Apr 26 13:11:08 2021 Epoch 65, lr: 0.0000000, val loss: 65.65925, acc: 78.88000
Mon Apr 26 13:11:29 2021 Epoch 66, lr: 0.0000000, val loss: 65.66176, acc: 78.90000
Mon Apr 26 13:11:49 2021 Epoch 67, lr: 0.0000000, val loss: 65.66219, acc: 78.90000
Mon Apr 26 13:12:10 2021 Epoch 68, lr: 0.0000000, val loss: 65.66197, acc: 78.90000
Mon Apr 26 13:12:31 2021 Epoch 69, lr: 0.0000000, val loss: 65.66306, acc: 78.90000
Mon Apr 26 13:12:51 2021 Epoch 70, lr: 0.0000000, val loss: 65.66636, acc: 78.90000
Mon Apr 26 13:13:12 2021 Epoch 71, lr: 0.0000000, val loss: 65.66902, acc: 78.90000
Mon Apr 26 13:13:33 2021 Epoch 72, lr: 0.0000000, val loss: 65.66946, acc: 78.89000
Mon Apr 26 13:13:53 2021 Epoch 73, lr: 0.0000000, val loss: 65.67159, acc: 78.89000
Mon Apr 26 13:14:14 2021 Epoch 74, lr: 0.0000000, val loss: 65.67905, acc: 78.89000
Mon Apr 26 13:14:35 2021 Epoch 75, lr: 0.0000000, val loss: 65.67900, acc: 78.89000
Mon Apr 26 13:14:55 2021 Epoch 76, lr: 0.0000000, val loss: 65.68076, acc: 78.91000
Mon Apr 26 13:15:16 2021 Epoch 77, lr: 0.0000000, val loss: 65.68104, acc: 78.90000
Mon Apr 26 13:15:37 2021 Epoch 78, lr: 0.0000000, val loss: 65.68401, acc: 78.90000
Mon Apr 26 13:15:57 2021 Epoch 79, lr: 0.0000000, val loss: 65.68220, acc: 78.90000
Mon Apr 26 13:16:18 2021 Epoch 80, lr: 0.0000000, val loss: 65.68519, acc: 78.87000
Mon Apr 26 13:16:39 2021 Epoch 81, lr: 0.0000000, val loss: 65.68731, acc: 78.88000
Mon Apr 26 13:16:59 2021 Epoch 82, lr: 0.0000000, val loss: 65.68733, acc: 78.88000
Mon Apr 26 13:17:20 2021 Epoch 83, lr: 0.0000000, val loss: 65.68846, acc: 78.89000
Mon Apr 26 13:17:41 2021 Epoch 84, lr: 0.0000000, val loss: 65.68704, acc: 78.88000
Mon Apr 26 13:18:01 2021 Epoch 85, lr: 0.0000000, val loss: 65.68794, acc: 78.88000
Mon Apr 26 13:18:22 2021 Epoch 86, lr: 0.0000000, val loss: 65.68958, acc: 78.89000
Mon Apr 26 13:18:43 2021 Epoch 87, lr: 0.0000000, val loss: 65.68913, acc: 78.90000
Mon Apr 26 13:19:03 2021 Epoch 88, lr: 0.0000000, val loss: 65.69393, acc: 78.91000
Mon Apr 26 13:19:24 2021 Epoch 89, lr: 0.0000000, val loss: 65.69553, acc: 78.90000
Mon Apr 26 13:19:45 2021 Epoch 90, lr: 0.0000000, val loss: 65.69537, acc: 78.90000
Mon Apr 26 13:20:05 2021 Epoch 91, lr: 0.0000000, val loss: 65.69477, acc: 78.88000
Mon Apr 26 13:20:26 2021 Epoch 92, lr: 0.0000000, val loss: 65.69339, acc: 78.90000
Mon Apr 26 13:20:47 2021 Epoch 93, lr: 0.0000000, val loss: 65.69301, acc: 78.89000
Mon Apr 26 13:21:07 2021 Epoch 94, lr: 0.0000000, val loss: 65.69721, acc: 78.89000
Mon Apr 26 13:21:28 2021 Epoch 95, lr: 0.0000000, val loss: 65.69630, acc: 78.89000
Mon Apr 26 13:21:49 2021 Epoch 96, lr: 0.0000000, val loss: 65.69551, acc: 78.89000
Mon Apr 26 13:22:09 2021 Epoch 97, lr: 0.0000000, val loss: 65.69637, acc: 78.89000
Mon Apr 26 13:22:30 2021 Epoch 98, lr: 0.0000000, val loss: 65.69822, acc: 78.88000
Mon Apr 26 13:22:51 2021 Epoch 99, lr: 0.0000000, val loss: 65.70078, acc: 78.87000
Mon Apr 26 14:10:07 2021 Epoch 0, lr: 0.0001000, val loss: 153.89518, acc: 44.47000
Mon Apr 26 14:10:28 2021 Epoch 1, lr: 0.0001000, val loss: 135.06911, acc: 51.60000
Mon Apr 26 14:10:49 2021 Epoch 2, lr: 0.0001000, val loss: 125.79548, acc: 54.56000
Mon Apr 26 14:11:10 2021 Epoch 3, lr: 0.0001000, val loss: 120.82322, acc: 56.68000
Mon Apr 26 14:11:31 2021 Epoch 4, lr: 0.0001000, val loss: 118.65675, acc: 57.55000
Mon Apr 26 14:11:53 2021 Epoch 5, lr: 0.0001000, val loss: 110.03951, acc: 60.81000
Mon Apr 26 14:12:14 2021 Epoch 6, lr: 0.0001000, val loss: 106.92281, acc: 62.09000
Mon Apr 26 14:12:35 2021 Epoch 7, lr: 0.0001000, val loss: 104.21990, acc: 62.66000
Mon Apr 26 14:12:56 2021 Epoch 8, lr: 0.0001000, val loss: 100.24432, acc: 64.36000
Mon Apr 26 14:13:17 2021 Epoch 9, lr: 0.0001000, val loss: 97.73051, acc: 65.18000
Mon Apr 26 14:13:39 2021 Epoch 10, lr: 0.0001000, val loss: 95.24987, acc: 65.61000
Mon Apr 26 14:14:00 2021 Epoch 11, lr: 0.0001000, val loss: 93.77836, acc: 66.56000
Mon Apr 26 14:14:21 2021 Epoch 12, lr: 0.0001000, val loss: 92.48624, acc: 67.15000
Mon Apr 26 14:14:42 2021 Epoch 13, lr: 0.0001000, val loss: 90.58983, acc: 67.53000
Mon Apr 26 14:15:04 2021 Epoch 14, lr: 0.0001000, val loss: 90.52209, acc: 67.54000
Mon Apr 26 14:15:25 2021 Epoch 15, lr: 0.0001000, val loss: 87.27474, acc: 69.17000
Mon Apr 26 14:15:46 2021 Epoch 16, lr: 0.0001000, val loss: 86.58979, acc: 69.58000
Mon Apr 26 14:16:08 2021 Epoch 17, lr: 0.0001000, val loss: 88.28098, acc: 69.03000
Mon Apr 26 14:16:29 2021 Epoch 18, lr: 0.0001000, val loss: 87.31122, acc: 69.64000
Mon Apr 26 14:16:50 2021 Epoch 19, lr: 0.0001000, val loss: 83.22486, acc: 71.02000
Mon Apr 26 14:17:12 2021 Epoch 20, lr: 0.0001000, val loss: 83.65306, acc: 70.41000
Mon Apr 26 14:17:33 2021 Epoch 21, lr: 0.0001000, val loss: 79.55965, acc: 71.99000
Mon Apr 26 14:17:54 2021 Epoch 22, lr: 0.0001000, val loss: 78.96420, acc: 72.18000
Mon Apr 26 14:18:16 2021 Epoch 23, lr: 0.0001000, val loss: 84.07374, acc: 70.71000
Mon Apr 26 14:18:37 2021 Epoch 24, lr: 0.0001000, val loss: 78.39751, acc: 72.51000
Mon Apr 26 14:18:58 2021 Epoch 25, lr: 0.0001000, val loss: 79.46948, acc: 72.80000
Mon Apr 26 14:19:20 2021 Epoch 26, lr: 0.0001000, val loss: 77.03759, acc: 73.21000
Mon Apr 26 14:19:41 2021 Epoch 27, lr: 0.0001000, val loss: 75.62719, acc: 73.76000
Mon Apr 26 14:20:03 2021 Epoch 28, lr: 0.0001000, val loss: 77.24367, acc: 73.25000
Mon Apr 26 14:20:24 2021 Epoch 29, lr: 0.0001000, val loss: 74.62523, acc: 73.75000
Mon Apr 26 14:20:45 2021 Epoch 30, lr: 0.0001000, val loss: 74.86127, acc: 74.01000
Mon Apr 26 14:21:06 2021 Epoch 31, lr: 0.0001000, val loss: 74.73188, acc: 74.31000
Mon Apr 26 14:21:28 2021 Epoch 32, lr: 0.0001000, val loss: 72.74746, acc: 74.92000
Mon Apr 26 14:21:49 2021 Epoch 33, lr: 0.0001000, val loss: 73.11023, acc: 74.68000
Mon Apr 26 14:22:10 2021 Epoch 34, lr: 0.0001000, val loss: 72.03873, acc: 75.46000
Mon Apr 26 14:22:31 2021 Epoch 35, lr: 0.0001000, val loss: 70.49742, acc: 75.74000
Mon Apr 26 14:22:53 2021 Epoch 36, lr: 0.0001000, val loss: 73.26358, acc: 75.38000
Mon Apr 26 14:23:14 2021 Epoch 37, lr: 0.0001000, val loss: 70.22086, acc: 75.93000
Mon Apr 26 14:23:35 2021 Epoch 38, lr: 0.0001000, val loss: 69.16563, acc: 76.19000
Mon Apr 26 14:23:57 2021 Epoch 39, lr: 0.0001000, val loss: 71.22850, acc: 75.80000
